"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
1.215940341E2;2.995212190E-2;9.055249393E-4;6.466327310E-1;6.473266859E-1
1.216040221E2;3.075879253E-2;3.136454150E-3;6.261383891E-1;6.269012865E-1
1.216140101E2;2.768227831E-2;1.469555311E-3;6.069761515E-1;6.076088516E-1
1.216239981E2;2.749559283E-2;2.164374106E-3;5.848385692E-1;5.854885517E-1
1.216339861E2;2.645435743E-2;2.440865152E-3;5.647762418E-1;5.654007376E-1
1.216439741E2;2.608790435E-2;1.161748543E-3;5.394709110E-1;5.401025757E-1
1.216539621E2;2.427369542E-2;1.265511848E-3;5.154110193E-1;5.159838492E-1
1.216639501E2;2.322254516E-2;-6.144130602E-4;4.903967679E-1;4.909466916E-1
1.216739381E2;2.058987878E-2;1.921204850E-3;4.659581482E-1;4.664167986E-1
1.216839261E2;2.072463371E-2;-1.054611057E-4;4.370351434E-1;4.375262713E-1
1.216939141E2;1.580231450E-2;2.567021176E-3;4.085156024E-1;4.088291821E-1
1.217039021E2;1.778903231E-2;6.865635514E-4;3.793404102E-1;3.797579069E-1
1.217138901E2;1.724891551E-2;-7.576970384E-4;3.500655591E-1;3.504910768E-1
1.217238781E2;9.106831625E-3;1.227956265E-3;3.180010915E-1;3.181338342E-1
1.217338661E2;9.325207211E-3;-4.625506699E-5;2.848831415E-1;2.850357275E-1
1.217438541E2;1.046450716E-2;-8.665081114E-4;2.532296181E-1;2.534472257E-1
1.217538421E2;8.240033872E-3;-2.689929679E-4;2.195361704E-1;2.196909206E-1
1.217638301E2;6.233075634E-3;-1.255693845E-3;1.901212782E-1;1.902275701E-1
1.217738181E2;3.815835807E-3;-7.291678339E-4;1.550104916E-1;1.550591655E-1
1.217838061E2;3.718629945E-3;-1.559008844E-3;1.255679131E-1;1.256326371E-1
1.217937941E2;4.171343986E-3;-2.038162202E-3;8.835764229E-2;8.847952965E-2
1.218037831E2;3.411277663E-3;-1.348669641E-3;5.897365510E-2;5.908762748E-2
1.218137711E2;7.874285802E-5;-8.662063628E-4;1.962274686E-2;1.964201385E-2
1.218237591E2;-1.897589071E-3;-1.751165837E-4;-1.102411095E-2;1.118760619E-2
1.218337471E2;-1.921790186E-3;-2.972837538E-4;-4.750645533E-2;4.754624016E-2
1.218437351E2;1.025796402E-3;-3.549549729E-5;-7.805158198E-2;7.805833055E-2
1.218537231E2;-5.322047509E-3;2.151638269E-3;-1.168124974E-1;1.169534663E-1
1.218637111E2;-1.391754486E-3;-1.246555708E-3;-1.452188343E-1;1.452308532E-1
1.218736991E2;-5.397015717E-3;1.450671814E-3;-1.800706983E-1;1.801573995E-1
1.218836871E2;-8.132082410E-3;-1.570787281E-4;-2.096989006E-1;2.098565804E-1
1.218936751E2;-1.003344543E-2;-5.101915449E-4;-2.453885823E-1;2.455941503E-1
1.219036631E2;-1.401433907E-2;-3.919471055E-4;-2.771997750E-1;2.775540858E-1
1.219136511E2;-1.735177822E-2;1.277393661E-3;-3.070013225E-1;3.074939478E-1
1.219236391E2;-1.260575932E-2;-9.870920330E-4;-3.360721171E-1;3.363098979E-1
1.219336271E2;-1.950114407E-2;1.787312329E-3;-3.664116263E-1;3.669345569E-1
1.219436151E2;-2.364528924E-2;-5.919560790E-4;-3.954272866E-1;3.961340545E-1
1.219536031E2;-1.955640689E-2;-2.303207293E-4;-4.214827120E-1;4.219362305E-1
1.219635911E2;-2.414023876E-2;4.744622856E-5;-4.457470477E-1;4.464002508E-1
1.219735791E2;-2.503812872E-2;-6.311936304E-4;-4.722956419E-1;4.729592791E-1
1.219835671E2;-2.340667695E-2;-1.634939574E-3;-4.943428934E-1;4.948994259E-1
1.219935551E2;-2.546160296E-2;-2.336492762E-3;-5.205771923E-1;5.212047252E-1
1.220035431E2;-2.476119250E-2;2.786237746E-5;-5.449991822E-1;5.455613861E-1
1.220135311E2;-2.128073946E-2;5.926871672E-4;-5.639215708E-1;5.643232754E-1
1.220235191E2;-2.517081983E-2;9.387731552E-5;-5.846039057E-1;5.851455422E-1
1.220335071E2;-2.364715189E-2;-7.549505681E-4;-6.032670140E-1;6.037307744E-1
1.220434951E2;-2.308309451E-2;-1.635391265E-3;-6.188454032E-1;6.192779156E-1
1.220534831E2;-2.491438761E-2;-1.921501011E-3;-6.335005760E-1;6.339932166E-1
1.220634711E2;-2.607472613E-2;-2.960667014E-3;-6.506284475E-1;6.511574569E-1
1.220734601E2;-2.584043704E-2;-2.307930961E-3;-6.614399552E-1;6.619485396E-1
1.220834481E2;-3.034250997E-2;9.146058932E-3;-6.785116196E-1;6.792513056E-1
1.220934361E2;-3.124542534E-2;-6.769777276E-3;-6.772078276E-1;6.779620551E-1
1.221034241E2;-3.383667767E-2;-3.616061993E-3;-6.973210573E-1;6.981508817E-1
1.221134121E2;-3.202156723E-2;2.640858293E-5;-6.996191740E-1;7.003516046E-1
1.221234001E2;-3.385861591E-2;3.483990207E-3;-7.121472359E-1;7.129601880E-1
1.221333881E2;-3.735511005E-2;-7.457057014E-3;-7.116396427E-1;7.126583986E-1
1.221433761E2;-3.307248279E-2;-1.118999906E-3;-7.197319269E-1;7.204922539E-1
1.221533641E2;-3.267706931E-2;-5.316510797E-4;-7.209094167E-1;7.216498185E-1
1.221633521E2;-3.382276371E-2;1.516319811E-3;-7.220761180E-1;7.228694203E-1
1.221733401E2;-3.665046766E-2;-7.114602719E-3;-7.191746235E-1;7.201430507E-1
1.221833281E2;-3.433218598E-2;-1.304917037E-3;-7.190846205E-1;7.199049196E-1
1.221933161E2;-3.208408505E-2;2.114781179E-3;-7.106480598E-1;7.113750950E-1
1.222033041E2;-3.275520355E-2;-3.485579975E-3;-7.028160095E-1;7.035875183E-1
1.222132921E2;-3.125103563E-2;2.152370289E-4;-6.978902817E-1;6.985896641E-1
1.222232801E2;-2.968696132E-2;-1.039111987E-3;-6.918044090E-1;6.924418645E-1
1.222332680E2;-2.783065103E-2;-1.602774486E-3;-6.847463250E-1;6.853135367E-1
1.222432560E2;-2.647829801E-2;-4.751962610E-3;-6.732955575E-1;6.738327605E-1
1.222532440E2;-2.447090670E-2;1.301451586E-3;-6.634536982E-1;6.639061143E-1
1.222632320E2;-2.524082735E-2;-1.435479149E-3;-6.461194158E-1;6.466138410E-1
1.222732200E2;-2.801067941E-2;-3.910362720E-4;-6.299664378E-1;6.305889817E-1
1.222832080E2;-2.973694168E-2;-1.125535928E-3;-6.080433130E-1;6.087710761E-1
1.222931960E2;-2.580345236E-2;1.167179085E-3;-5.955389738E-1;5.960988591E-1
1.223031840E2;-2.717790939E-2;-3.511196002E-3;-5.740097165E-1;5.746634858E-1
1.223131720E2;-2.572088875E-2;1.016222872E-3;-5.592363477E-1;5.598284464E-1
1.223231600E2;-2.451900393E-2;-5.109047517E-3;-5.347430110E-1;5.353292181E-1
1.223331480E2;-2.361942269E-2;-2.312744036E-4;-5.156831145E-1;5.162237937E-1
1.223431360E2;-2.366096713E-2;-9.636441246E-4;-4.880325496E-1;4.886067329E-1
1.223531250E2;-2.458005026E-2;-5.980208516E-4;-4.674189091E-1;4.680651376E-1
1.223631130E2;-1.886943355E-2;-5.297967233E-3;-4.363193214E-1;4.367592863E-1
1.223731010E2;-1.989409886E-2;2.784349956E-3;-4.149174690E-1;4.154034592E-1
1.223830890E2;-1.756383292E-2;-6.293034181E-3;-3.817690909E-1;3.822247104E-1
1.223930770E2;-1.482560299E-2;-1.735594124E-3;-3.583298624E-1;3.586406294E-1
1.224030650E2;-1.400641352E-2;-5.281326361E-3;-3.275415897E-1;3.278834626E-1
1.224130530E2;-1.255148835E-2;2.250474878E-3;-3.045140207E-1;3.047808939E-1
1.224230410E2;-6.377215963E-3;-1.225749031E-3;-2.692870498E-1;2.693653402E-1
1.224330290E2;-8.471781388E-3;1.558896154E-3;-2.429766357E-1;2.431292799E-1
1.224430170E2;-4.697815515E-3;-3.083526157E-3;-2.065786868E-1;2.066551027E-1
1.224530050E2;-5.829832982E-3;-6.838981062E-5;-1.779871434E-1;1.780826068E-1
1.224629930E2;-7.175527979E-3;-3.151797689E-3;-1.409119517E-1;1.411297281E-1
1.224729810E2;-6.969877053E-3;-5.368515849E-5;-1.111363843E-1;1.113547394E-1
1.224829690E2;-4.858523142E-3;-2.443678677E-4;-7.816378027E-2;7.831501458E-2
1.224929570E2;-4.263906740E-3;-4.961816594E-4;-4.873484746E-2;4.892353680E-2
1.225029450E2;-4.087146372E-4;-1.385193318E-4;-1.386368368E-2;1.387039871E-2
1.225129330E2;-1.161457971E-3;2.575219609E-3;1.537556946E-2;1.563294204E-2
1.225229210E2;-7.489342242E-4;6.516184658E-4;5.080813169E-2;5.081782911E-2
1.225329090E2;1.929807011E-3;-5.862489343E-5;8.112487942E-2;8.114785057E-2
1.225428970E2;6.441201549E-3;1.794621348E-4;1.164330691E-1;1.166112382E-1
1.225528850E2;7.866324857E-3;-1.980736852E-4;1.476776153E-1;1.478871068E-1
1.225628730E2;4.390900489E-3;6.024725735E-4;1.832944602E-1;1.833480355E-1
1.225728610E2;5.204974674E-3;-3.453586251E-4;2.105102539E-1;2.105748751E-1
1.225828490E2;1.040106919E-2;2.533206716E-4;2.399832010E-1;2.402086243E-1
1.225928370E2;1.064779982E-2;-8.416734636E-5;2.676285803E-1;2.678403251E-1
1.226028250E2;1.881997474E-2;-9.507602081E-4;2.987899482E-1;2.993835810E-1
1.226128130E2;1.811723225E-2;1.585467719E-3;3.291040063E-1;3.296061206E-1
1.226228010E2;1.748286746E-2;2.086069435E-5;3.564213812E-1;3.568499013E-1
1.226327890E2;1.827319339E-2;9.764516726E-4;3.841953874E-1;3.846309383E-1
1.226427770E2;1.800980605E-2;-4.073260352E-4;4.110389948E-1;4.114335600E-1
1.226527660E2;2.123656124E-2;-2.769082785E-4;4.359619319E-1;4.364789506E-1
1.226627540E2;2.307467535E-2;1.648290083E-3;4.572661817E-1;4.578509784E-1
1.226727420E2;2.124831080E-2;-7.418682799E-4;4.815057814E-1;4.819749564E-1
1.226827300E2;2.208374441E-2;2.533819526E-3;5.016334057E-1;5.021256672E-1
1.226927180E2;1.970481314E-2;-2.945354208E-4;5.258562565E-1;5.262253974E-1
1.227027060E2;2.208807692E-2;2.346787602E-3;5.438634753E-1;5.443168841E-1
1.227126940E2;2.070493624E-2;-5.830544978E-5;5.628070831E-1;5.631878111E-1
1.227226820E2;2.426478453E-2;2.345196903E-3;5.794180632E-1;5.799306611E-1
1.227326700E2;2.376409993E-2;2.101682127E-3;6.005186439E-1;6.009923387E-1
1.227426580E2;2.510074154E-2;3.441785462E-3;6.103997827E-1;6.109253537E-1
1.227526460E2;2.686318755E-2;1.131596975E-3;6.239701509E-1;6.245491659E-1
1.227626340E2;2.772205696E-2;2.132412978E-3;6.336816549E-1;6.342913364E-1
1.227726220E2;2.785744891E-2;1.531508751E-3;6.481014490E-1;6.487016812E-1
1.227826100E2;2.985775098E-2;-2.309707925E-4;6.575143933E-1;6.581920055E-1
1.227925980E2;3.320703283E-2;3.244494088E-3;6.636069417E-1;6.644451872E-1
1.228025860E2;3.053987958E-2;2.559529617E-3;6.703460813E-1;6.710462757E-1
1.228125740E2;3.122770973E-2;2.132389694E-3;6.805776358E-1;6.812970242E-1
1.228225620E2;3.385119513E-2;-4.519419745E-4;6.829057932E-1;6.837444187E-1
1.228325500E2;3.312374651E-2;2.656613477E-3;6.780767441E-1;6.788905000E-1
1.228425380E2;3.099242039E-2;3.788117319E-4;6.846792698E-1;6.853804608E-1
1.228525260E2;2.994453348E-2;1.591669396E-3;6.818473935E-1;6.825064663E-1
1.228625140E2;3.338347003E-2;1.242528670E-3;6.827533841E-1;6.835701745E-1
1.228725020E2;3.063816577E-2;3.806194291E-4;6.769080162E-1;6.776011397E-1
1.228824900E2;3.196308762E-2;4.602475092E-4;6.755865812E-1;6.763424277E-1
1.228924780E2;2.881817706E-2;3.347177058E-3;6.688808203E-1;6.695097032E-1
1.229024660E2;2.863868140E-2;-1.703267917E-4;6.651819348E-1;6.657981748E-1
1.229124540E2;2.435112558E-2;4.243307747E-3;6.497674584E-1;6.502374436E-1
1.229224420E2;2.653251961E-2;-2.908078022E-3;6.470915079E-1;6.476417614E-1
1.229324300E2;2.741798945E-2;3.084582277E-3;6.301010251E-1;6.307048142E-1
1.229424190E2;2.858978324E-2;1.051791944E-3;6.207783818E-1;6.214372706E-1
1.229524070E2;2.627602778E-2;4.453709349E-3;6.028041840E-1;6.033930306E-1
1.229623950E2;2.486242168E-2;2.685524523E-4;5.915719867E-1;5.920942725E-1
1.229723830E2;2.495034039E-2;3.231115639E-3;5.701078176E-1;5.706626704E-1
1.229823710E2;2.498070151E-2;8.294777945E-4;5.602455735E-1;5.608028407E-1
1.229923590E2;2.579442598E-2;3.016165458E-3;5.363177657E-1;5.369461756E-1
1.230023470E2;2.311661839E-2;-1.488571987E-3;5.214847326E-1;5.219989658E-1
1.230123350E2;2.456051856E-2;4.582476802E-3;4.954439998E-1;4.960735581E-1
1.230223230E2;2.230988070E-2;-1.245051622E-3;4.768340886E-1;4.773573388E-1
1.230323110E2;1.997189038E-2;3.767487593E-3;4.522981644E-1;4.527545691E-1
1.230422990E2;2.043235116E-2;4.664994776E-4;4.310850203E-1;4.315692219E-1
1.230522870E2;1.802711934E-2;8.116941899E-4;4.040002227E-1;4.044030363E-1
1.230622750E2;1.978480443E-2;-6.501842290E-5;3.791278899E-1;3.796437799E-1
1.230722630E2;1.259483397E-2;5.775596946E-5;3.514417410E-1;3.516673577E-1
1.230822510E2;1.156126149E-2;1.798397861E-3;3.263401091E-1;3.265497877E-1
1.230922390E2;1.208037883E-2;1.556434669E-3;2.990733981E-1;2.993213248E-1
1.231022270E2;7.205195259E-3;-2.486556768E-4;2.704353631E-1;2.705314441E-1
1.231122150E2;5.363855511E-3;3.784587607E-4;2.429429591E-1;2.430024599E-1
1.231222030E2;7.916762494E-3;-3.584381193E-4;2.117387056E-1;2.118869582E-1
1.231321910E2;5.885899998E-3;-1.688012853E-4;1.839226186E-1;1.840168524E-1
1.231421790E2;4.746599123E-3;-6.646821275E-4;1.524230093E-1;1.524983468E-1
1.231521670E2;2.560643945E-3;-3.156503662E-4;1.214426979E-1;1.214701009E-1
1.231621550E2;5.774812307E-3;7.038079202E-4;8.894254267E-2;8.913259617E-2
1.231721430E2;2.248189878E-3;9.890738875E-5;6.141548231E-2;6.145669702E-2
1.231821310E2;1.715824008E-3;-1.290598884E-4;2.938271500E-2;2.943305369E-2
1.231921190E2;-3.229069524E-3;2.212448977E-3;3.848762572E-5;3.914498916E-3
1.232021070E2;-1.516658813E-5;5.445117131E-4;-3.355222940E-2;3.355665092E-2
1.232120950E2;-4.096515477E-5;1.302167773E-3;-6.220806018E-2;6.222170096E-2
1.232220830E2;-4.080181941E-3;-3.845988773E-3;-9.573166817E-2;9.589573403E-2
1.232320704E2;-2.932614880E-3;-9.627528489E-4;-1.233047545E-1;1.233433809E-1
1.232420594E2;-7.417378016E-3;2.029128373E-4;-1.550243348E-1;1.552018139E-1
1.232520474E2;-7.729110308E-3;-3.055827692E-4;-1.817212999E-1;1.818858526E-1
1.232620354E2;-8.375725709E-3;2.667307854E-4;-2.139820457E-1;2.141460711E-1
1.232720234E2;-1.215408742E-2;-4.399018362E-4;-2.399642169E-1;2.402722222E-1
1.232820114E2;-1.482497156E-2;2.607759088E-4;-2.701154351E-1;2.705220806E-1
1.232919994E2;-1.699178666E-2;-9.705312550E-6;-2.920530438E-1;2.925469216E-1
1.233019874E2;-1.766849495E-2;6.161378697E-4;-3.221662045E-1;3.226509238E-1
1.233119754E2;-1.632918790E-2;-2.625398338E-3;-3.451139033E-1;3.455099728E-1
1.233219634E2;-1.811723411E-2;2.124654129E-4;-3.758584857E-1;3.762949383E-1
1.233319514E2;-1.917228289E-2;-2.566931769E-3;-3.932378888E-1;3.937133510E-1
1.233419394E2;-1.916935295E-2;2.363910899E-3;-4.217853844E-1;4.222273827E-1
1.233519274E2;-2.517537959E-2;-1.043285243E-3;-4.393649399E-1;4.400868535E-1
1.233619154E2;-2.622679621E-2;-6.339577958E-4;-4.603429437E-1;4.610898747E-1
1.233719034E2;-2.027712762E-2;-2.247232944E-3;-4.818899035E-1;4.823215640E-1
1.233818914E2;-2.115464024E-2;1.404227689E-3;-4.996638298E-1;5.001134206E-1
1.233918794E2;-2.323538437E-2;-2.838154323E-3;-5.191888809E-1;5.197162998E-1
1.234018674E2;-2.630308084E-2;-3.206683323E-4;-5.377588868E-1;5.384018715E-1
1.234118554E2;-2.408225089E-2;-3.979715984E-3;-5.499048829E-1;5.504463400E-1
1.234218434E2;-1.929095760E-2;-2.304853871E-3;-5.663160682E-1;5.666492235E-1
1.234318314E2;-2.470483258E-2;-2.301008441E-3;-5.757750273E-1;5.763093834E-1
1.234418194E2;-2.854351327E-2;6.862599403E-4;-5.875768661E-1;5.882701563E-1
1.234518074E2;-2.848582342E-2;-3.347269259E-3;-5.976897478E-1;5.983775405E-1
1.234617954E2;-2.704798244E-2;2.288231626E-4;-6.066222787E-1;6.072250281E-1
1.234717834E2;-2.583740465E-2;-1.351890154E-3;-6.265974045E-1;6.271313311E-1
1.234817714E2;-2.695246972E-2;-1.236006618E-2;-6.122440696E-1;6.129616689E-1
1.234917594E2;-3.201174363E-2;6.291635334E-3;-6.331192851E-1;6.339592775E-1
1.235017474E2;-2.756692655E-2;-1.786797307E-3;-6.287399530E-1;6.293465314E-1
1.235117354E2;-3.057843074E-2;-3.802674823E-3;-6.449860930E-1;6.457217365E-1
1.235217234E2;-3.117524832E-2;-1.059986092E-2;-6.299650669E-1;6.308250460E-1
1.235317114E2;-2.776750177E-2;8.742294274E-3;-6.450780034E-1;6.457345371E-1
1.235416994E2;-2.864288352E-2;-2.776410431E-3;-6.311073303E-1;6.317630771E-1
1.235516884E2;-2.900816873E-2;-3.697646782E-3;-6.428595185E-1;6.435242863E-1
1.235616764E2;-2.839084715E-2;-7.306496613E-3;-6.218935251E-1;6.225841162E-1
1.235716644E2;-3.085996211E-2;7.603572682E-3;-6.389905810E-1;6.397805204E-1
1.235816524E2;-2.338526957E-2;-3.696219996E-3;-6.205210090E-1;6.209725078E-1
1.235916404E2;-2.690420300E-2;-3.750333562E-4;-6.203380823E-1;6.209213422E-1
1.236016284E2;-2.469537593E-2;-7.196720690E-3;-5.966591239E-1;5.972133325E-1
1.236116164E2;-2.478312515E-2;5.556069314E-3;-6.021648049E-1;6.027001954E-1
1.236216044E2;-2.842766047E-2;-5.209758412E-3;-5.767760873E-1;5.774997215E-1
1.236315924E2;-2.652580291E-2;-5.321418867E-4;-5.783680677E-1;5.789762717E-1
1.236415804E2;-2.237207070E-2;-4.269888625E-3;-5.540997386E-1;5.545676350E-1
1.236515684E2;-2.295913175E-2;6.100776605E-3;-5.510668159E-1;5.515786224E-1
1.236615564E2;-2.010449022E-2;-8.072033525E-3;-5.239409208E-1;5.243886314E-1
1.236715444E2;-2.238701656E-2;1.762587577E-3;-5.177561641E-1;5.182429263E-1
1.236815324E2;-2.429756895E-2;-1.485137269E-3;-4.914382398E-1;4.920407717E-1
1.236915204E2;-2.305240929E-2;2.688856795E-3;-4.815010726E-1;4.820600860E-1
1.237015084E2;-1.801610552E-2;-7.413578220E-3;-4.472317696E-1;4.476558912E-1
1.237114964E2;-2.343327366E-2;2.718612552E-3;-4.373155236E-1;4.379513402E-1
1.237214844E2;-1.622063480E-2;-5.337182898E-3;-4.073081017E-1;4.076658977E-1
1.237314724E2;-1.904261857E-2;1.533334143E-3;-3.930669427E-1;3.935309313E-1
1.237414604E2;-1.549528912E-2;-4.469164647E-3;-3.617665470E-1;3.621258233E-1
1.237514484E2;-1.498286426E-2;9.493744001E-4;-3.459129930E-1;3.462386261E-1
1.237614364E2;-1.216790266E-2;-8.493242785E-4;-3.166949153E-1;3.169297218E-1
1.237714244E2;-1.090892497E-2;-1.765501685E-3;-2.962100804E-1;2.964161490E-1
1.237814124E2;-9.735802189E-3;-8.216770366E-4;-2.638334930E-1;2.640143425E-1
1.237914004E2;-1.217479259E-2;5.590273067E-4;-2.381292433E-1;2.384409247E-1
1.238013884E2;-7.916664705E-3;-1.390405931E-3;-2.091993243E-1;2.093536818E-1
1.238113764E2;-6.975704804E-3;2.619614825E-3;-1.843921542E-1;1.845426492E-1
1.238213644E2;-5.111758132E-3;-2.530938946E-3;-1.555812806E-1;1.556858073E-1
1.238313524E2;-7.422149181E-3;-1.648925245E-4;-1.259047389E-1;1.261234267E-1
1.238413404E2;-6.472466048E-3;8.500386029E-4;-1.009101719E-1;1.011211064E-1
1.238513294E2;-1.289253123E-3;-7.909061387E-4;-7.084771991E-2;7.086386330E-2
1.238613174E2;-9.720707312E-4;-1.567750238E-3;-4.495566711E-2;4.499349695E-2
1.238713054E2;2.866806462E-3;1.048083417E-3;-1.431231573E-2;1.463418736E-2
1.238812934E2;3.469232470E-4;4.667155445E-4;1.306551322E-2;1.307844849E-2
1.238912814E2;4.385360517E-4;-3.805261105E-3;4.369799048E-2;4.386555252E-2
1.239012694E2;7.663709112E-4;1.324253157E-3;7.384923100E-2;7.386507897E-2
1.239112574E2;-6.395117380E-4;-5.266005173E-3;1.064449921E-1;1.065770901E-1
1.239212454E2;2.787443809E-3;2.762360498E-3;1.316307783E-1;1.316892641E-1
1.239312334E2;7.455468643E-3;-1.833871938E-3;1.596893221E-1;1.598737836E-1
1.239412214E2;8.831257001E-3;2.427984960E-3;1.831906438E-1;1.834194597E-1
1.239512094E2;1.251835190E-2;-1.097299159E-3;2.148177177E-1;2.151849554E-1
1.239611974E2;1.406085491E-2;1.993832178E-3;2.368274033E-1;2.372528229E-1
1.239711854E2;1.494424231E-2;-2.182863653E-3;2.653968334E-1;2.658262110E-1
1.239811734E2;1.489763707E-2;2.400436439E-3;2.876318395E-1;2.880273890E-1
1.239911614E2;1.485053450E-2;6.009656936E-4;3.183085322E-1;3.186553330E-1
1.240011494E2;1.325503364E-2;2.177823335E-3;3.377328515E-1;3.379998784E-1
1.240111374E2;1.622935012E-2;1.395586878E-5;3.659203947E-1;3.662801213E-1
1.240211254E2;1.583387144E-2;1.163110137E-3;3.819225430E-1;3.822523946E-1
1.240311134E2;1.998827606E-2;1.188255847E-3;4.084807038E-1;4.089711830E-1
1.240411014E2;1.757332124E-2;1.245886087E-4;4.233374000E-1;4.237020077E-1
1.240510894E2;2.234440669E-2;-7.314598188E-4;4.454268515E-1;4.459875420E-1
1.240610774E2;1.951825991E-2;4.584407434E-4;4.606177807E-1;4.610313574E-1
1.240710654E2;1.922127977E-2;2.451855689E-4;4.806563854E-1;4.810406205E-1
1.240810534E2;2.170787379E-2;1.416443847E-3;4.955999255E-1;4.960771354E-1
1.240910414E2;2.143686637E-2;1.260865480E-3;5.137997866E-1;5.142483347E-1
1.241010294E2;2.219453640E-2;7.388861850E-4;5.243363380E-1;5.248063822E-1
1.241110174E2;2.249323763E-2;-5.769776180E-4;5.410475731E-1;5.415152398E-1
1.241210054E2;2.761076950E-2;1.875528134E-3;5.479589701E-1;5.486573658E-1
1.241309934E2;2.642156929E-2;3.503859043E-4;5.601096153E-1;5.607325595E-1
1.241409814E2;2.562182024E-2;-1.046442427E-3;5.652934313E-1;5.658747531E-1
1.241509694E2;2.544169687E-2;7.964689285E-4;5.755705237E-1;5.761330941E-1
1.241609574E2;2.818155661E-2;1.900615171E-3;5.776690841E-1;5.783592164E-1
1.241709464E2;2.639983036E-2;2.970087342E-3;5.856600404E-1;5.862622752E-1
1.241809344E2;2.673751675E-2;-3.418205306E-4;5.936548710E-1;5.942567774E-1
1.241909224E2;2.724648453E-2;3.152008168E-3;5.904753804E-1;5.911120714E-1
1.242009104E2;2.809416689E-2;-8.959230036E-5;5.964483023E-1;5.971095942E-1
1.242108984E2;2.628428303E-2;3.026367165E-3;5.986357927E-1;5.992201889E-1
1.242208864E2;2.644833364E-2;8.886475116E-4;5.959039330E-1;5.964912417E-1
1.242308746E2;2.591087110E-2;1.798543148E-3;5.895482302E-1;5.901200926E-1
1.242408626E2;2.497450449E-2;1.895215362E-3;5.887612700E-1;5.892937729E-1
1.242508506E2;2.282893099E-2;2.563343383E-3;5.819434524E-1;5.823966969E-1
1.242608386E2;2.514721267E-2;-1.153097488E-3;5.805429220E-1;5.810884582E-1
1.242708266E2;2.501928061E-2;2.845426090E-3;5.684019923E-1;5.689594763E-1
1.242808146E2;2.388770320E-2;-2.036415040E-3;5.655934215E-1;5.661013052E-1
1.242908026E2;2.508559451E-2;4.779676907E-3;5.555876493E-1;5.561742249E-1
1.243007906E2;2.650292777E-2;3.484440967E-4;5.456079841E-1;5.462514063E-1
1.243107786E2;2.383277565E-2;1.276363619E-3;5.321413875E-1;5.326763431E-1
1.243207666E2;2.229799703E-2;1.980504021E-3;5.219843388E-1;5.224641356E-1
1.243307546E2;2.191616409E-2;-2.545754425E-3;5.040368438E-1;5.045195130E-1
1.243407426E2;2.107966505E-2;-6.378656253E-4;4.918414652E-1;4.922933943E-1
1.243507306E2;2.189099789E-2;1.034570858E-3;4.765619636E-1;4.770656048E-1
1.243607186E2;2.335413918E-2;2.907505259E-4;4.610210657E-1;4.616123085E-1
1.243707066E2;1.972758025E-2;8.955253288E-4;4.423292577E-1;4.427698631E-1
1.243806946E2;1.982878149E-2;-7.759407163E-5;4.240913987E-1;4.245547091E-1
1.243906826E2;1.884600893E-2;1.320281066E-3;4.046092927E-1;4.050501141E-1
1.244006706E2;1.567658037E-2;-7.505929098E-4;3.860563636E-1;3.863752508E-1
1.244106586E2;1.471547596E-2;9.733354673E-4;3.628078103E-1;3.631074219E-1
1.244206466E2;1.458950900E-2;-1.712196507E-3;3.435462415E-1;3.438601539E-1
1.244306346E2;1.353293471E-2;1.650303602E-5;3.182716370E-1;3.185592182E-1
1.244406226E2;1.524374820E-2;-5.114078522E-5;2.970076501E-1;2.973985856E-1
1.244506106E2;1.337803900E-2;2.469420433E-4;2.688586712E-1;2.691914151E-1
1.244605986E2;1.097719930E-2;8.602682501E-4;2.484548837E-1;2.486987499E-1
1.244705866E2;4.301952198E-3;-5.776099861E-4;2.254408449E-1;2.254826268E-1
1.244805756E2;7.583232597E-3;8.029732853E-4;1.972888261E-1;1.974361443E-1
1.244905636E2;7.611227222E-3;-1.277784817E-3;1.741241813E-1;1.742951348E-1
1.245005516E2;5.488421768E-3;3.114833497E-3;1.471175998E-1;1.472528884E-1
1.245105396E2;2.700158861E-3;3.184692003E-3;1.207832471E-1;1.208553925E-1
1.245205276E2;2.038097009E-3;-1.048935577E-3;9.175132960E-2;9.177995745E-2
1.245305156E2;3.938668407E-3;-3.210902214E-4;7.073403895E-2;7.084433974E-2
1.245405036E2;4.496866837E-3;3.036875278E-4;3.823894635E-2;3.850364990E-2
1.245504916E2;2.377916593E-3;5.499003455E-4;1.622728072E-2;1.640979943E-2
1.245604796E2;3.685611300E-4;1.360832714E-3;-1.708140783E-2;1.713949230E-2
1.245704676E2;-3.380599432E-3;1.466087066E-3;-3.982159495E-2;3.999171525E-2
1.245804556E2;-3.463956527E-3;-8.093174547E-4;-6.704016775E-2;6.713447759E-2
1.245904436E2;-5.783334840E-3;-2.042890526E-3;-9.237267077E-2;9.257608043E-2
1.246004316E2;-5.958304275E-3;-8.098473772E-4;-1.196788624E-1;1.198298266E-1
1.246104196E2;-6.176223513E-3;-6.568217650E-4;-1.436995864E-1;1.438337522E-1
1.246204076E2;-7.929649204E-3;5.282843485E-4;-1.693370491E-1;1.695234339E-1
1.246303956E2;-6.673867349E-3;-1.025004312E-4;-1.959413886E-1;1.960550402E-1
1.246403836E2;-1.146462746E-2;4.157507792E-4;-2.204885483E-1;2.207867986E-1
